MWSC,Name,GLON,GLAT,d
868,NGC_2225,218.78,-9.861,3201.0
871,NGC_2232,214.541,-7.406,330.0
873,FSR_1033,207.674,-3.792,1710.0
874,FSR_0936,195.296,2.746,3161.0
875,ASCC_24,216.601,-8.213,381.0
876,FSR_0831,180.292,10.338,2443.0
877,FSR_0967,197.741,1.653,4783.0
878,NGC_2234,195.528,2.828,6871.0
879,Alessi_53,202.258,-0.695,2394.0
880,NGC_2243,239.477,-18.018,4446.0
881,NGC_2236,204.379,-1.707,2654.0
883,FSR_1031,207.494,-3.151,1791.0
884,Collinder_96,208.002,-3.355,1056.0
885,Alessi_14,201.874,-0.186,2088.0
886,Czernik_26,214.367,-6.464,7655.0
887,vdBergh_80,219.253,-8.934,2069.0
889,Collinder_95,201.798,0.034,635.0
890,IC_446,201.328,0.268,1871.0
891,FSR_0979,200.779,0.616,1933.0
892,Collinder_97,205.357,-1.653,1259.0
893,Juchert_18,204.595,-1.321,2290.0
895,FSR_0977,200.171,1.099,1916.0
896,NGC_2244,206.303,-2.078,1532.0
898,FSR_0974,199.633,1.577,2308.0
900,NGC_2240,179.208,11.877,1551.0
902,Berkeley_23,192.602,5.386,4724.0
904,FSR_0905,191.065,6.268,1786.0
905,NGC_2250,215.445,-6.26,1338.0
907,Basel_8,203.839,-0.16,1432.0
908,RMC-4b,206.995,-1.787,1174.0
909,FSR_1317,243.435,-18.436,2180.0
910,FSR_1099,214.425,-5.52,1952.0
911,NGC_2252,206.217,-1.31,900.0
912,FSR_0848,182.873,10.439,3300.0
913,FSR_1106,215.688,-6.148,2038.0
915,NGC_2248,187.535,8.248,3001.0
916,NGC_2251,203.568,0.098,1329.0
917,FSR_1063,211.247,-3.866,2032.0
919,FSR_0935,195.291,4.513,2955.0
920,FSR_1187,224.629,-10.241,2817.0
924,NGC_2254,204.32,0.028,2928.0
925,FSR_1065,211.769,-3.727,1551.0
926,FSR_1032,207.637,-1.548,1944.0
927,ESO_426-26,239.627,-16.523,1474.0
928,FSR_1126,217.77,-6.654,2201.0
929,Ruprecht_1,224.011,-9.668,1204.0
930,Collinder_104,206.971,-1.153,2025.0
932,Basel_7,203.795,0.449,1560.0
933,Trumpler_5,202.802,1.012,2753.0
934,vdBergh_1,208.55,-1.808,1490.0
935,FSR_1151,220.344,-7.727,2864.0
936,Collinder_106,205.908,-0.385,1581.0
937,Berkeley_24,212.144,-3.435,5527.0
938,FSR_1092,213.875,-4.346,1922.0
940,NGC_2259,201.785,2.105,3060.0
941,Collinder_110,209.663,-1.909,2362.0
943,Collinder_107,207.328,-0.762,1447.0
944,Collinder_111,205.34,0.357,1191.0
946,NGC_2262,210.569,-2.105,2511.0
947,FSR_1053,210.255,-1.856,1202.0
948,FSR_0975,199.818,3.513,4626.0
949,vdBergh_83,236.545,-14.365,1925.0
950,FSR_1285,237.94,-14.974,1685.0
951,FSR_1082,213.19,-3.321,4040.0
952,FSR_0998,203.656,1.652,1775.0
953,FSR_1210,227.167,-10.044,3720.0
954,NGC_2264,202.946,2.186,650.0
955,Berkeley_25,226.611,-9.647,11400.0
956,Ruprecht_2,238.771,-15.078,3161.0
957,Mon_OB1-D,203.205,2.078,2647.0
959,NGC_2265,201.223,3.279,2892.0
960,FSR_1077,212.644,-2.495,1298.0
962,Ruprecht_3,238.765,-14.822,1259.0
963,Dolidze_23,211.834,-1.92,1195.0
964,Alessi_15,210.48,-1.107,2362.0
965,FSR_0878,187.589,10.335,3744.0
966,NGC_2269,207.885,0.276,1585.0
967,NGC_2266,187.773,10.298,3311.0
968,Alessi_16,210.093,-0.765,2088.0
969,Teutsch_13,210.828,-1.042,2753.0
970,FSR_0999,203.678,2.617,1306.0
971,NGC_2270,208.989,-0.08,1415.0
972,Dolidze_24,210.618,-0.706,1261.0
973,FSR_1303,241.329,-15.253,1833.0
974,Patchick_90,212.649,-1.776,6365.0
975,Dolidze_25,211.993,-1.302,2800.0
976,SAI_69,222.795,-6.658,7468.0
977,ASCC_25,190.181,9.721,1989.0
978,NGC_2287,231.008,-10.437,769.0
980,FSR_1167,222.167,-6.106,2325.0
981,Collinder_115,210.775,-0.264,2272.0
983,vdBergh_85,211.233,-0.406,1893.0
984,Dolidze_49,212.435,-0.989,2398.0
985,FSR_1057,210.691,-0.061,2910.0
986,FSR_1072,212.455,-0.861,2204.0
987,NGC_2286,215.306,-2.285,1964.0
989,NGC_2281,174.897,16.878,500.0
990,Ruprecht_4,222.028,-5.32,4591.0
991,Bochum_2,212.293,-0.41,2778.0
992,NGC_2298,245.625,-16.009,10815.0
993,Berkeley_75,234.296,-11.179,6273.0
994,Berkeley_26,207.66,2.338,2724.0
995,ASCC_26,206.354,3.07,981.0
996,FSR_1125,217.674,-2.74,2220.0
997,FSR_1025,206.942,2.791,2095.0
998,ESO_309-03,251.958,-18.039,2057.0
999,Berkeley_27,207.786,2.601,5042.0
1000,NGC_2301,212.552,0.283,805.0
1001,NGC_2302,219.284,-3.131,1310.0
1002,Berkeley_28,210.417,1.477,1964.0
1003,FSR_1051,209.753,1.816,1180.0
1004,Alessi_59,211.082,1.196,3511.0
1005,FSR_1191,224.864,-5.77,3361.0
1006,Ruprecht_149,234.332,-10.331,3969.0
1007,FSR_1085,213.301,0.308,1429.0
1008,Berkeley_29,197.939,7.969,10797.0
1009,ASCC_27,217.12,-1.45,1159.0
1010,DC_4,225.328,-5.563,2304.0
1011,ASCC_28,213.387,0.563,946.0
1012,FSR_1029,207.232,3.636,1905.0
1013,ASCC_29,214.761,-0.133,826.0
1014,NGC_2306,219.683,-2.624,1249.0
1015,FSR_1197,225.465,-5.521,1634.0
1016,BDSB_88,217.316,-1.374,1791.0
1017,FSR_1279,237.439,-11.209,2237.0
1018,Collinder_121,235.152,-10.184,1096.0
1019,NGC_2304,197.211,8.89,3896.0
1020,Ruprecht_5,230.0,-7.558,4712.0
1022,FSR_0866,186.329,13.822,1664.0
1023,FSR_1172,223.234,-4.091,2290.0
1024,SAI_72,213.227,1.066,3239.0
1025,Ruprecht_6,225.281,-5.042,5919.0
1026,NGC_2309,219.844,-2.244,2384.0
1027,FSR_0860,185.745,14.396,2695.0
1028,ASCC_30,219.096,-1.597,814.0
1030,BDSB_93,220.872,-2.463,2173.0
1031,FSR_1144,219.498,-1.737,1737.0
1032,Berkeley_31,206.219,5.124,6242.0
1033,Berkeley_33,225.439,-4.598,4785.0
1034,Berkeley_30,210.786,2.874,4983.0
1035,NGC_2311,217.752,-0.699,2221.0
1036,FSR_1159,221.449,-2.554,1296.0
1037,Berkeley_32,207.947,4.402,4996.0
1038,FSR_1080,212.918,1.915,1753.0
1039,Mon_OB3,217.603,-0.387,2120.0
1040,FSR_1164,221.91,-2.577,1614.0
1041,IRAS_06562-0337,217.038,-0.065,6091.0
1042,FSR_1129,218.15,-0.625,1881.0
1043,NGC_2312,204.573,6.281,2436.0
1044,FSR_1195,225.356,-4.163,3150.0
1047,IRAS_06567-0355,217.354,-0.074,1943.0
1048,FSR_1163,221.911,-2.394,1706.0
1050,NGC_2318,226.014,-4.442,1713.0
1051,FSR_1185,224.52,-3.649,5374.0
1052,Sh2_287C,218.011,-0.319,3344.0
1053,BDSB_90,218.186,-0.401,2661.0
1055,Ivanov_9,217.491,-0.018,2839.0
1056,FSR_1171,223.111,-2.774,4933.0
1057,Wit_1,219.133,-0.681,1952.0
1058,Berkeley_34,214.154,1.872,7279.0
1060,Tombaugh_1,232.33,-7.314,2642.0
1061,Ivanov_4,221.84,-2.0,2025.0
1062,FSR_0843,181.662,16.907,1155.0
1064,NGC_2319,211.276,3.434,985.0
1066,ASCC_31,210.879,3.746,747.0
1067,Wit_2,216.833,0.778,2830.0
1068,Ruprecht_8,226.174,-3.903,2190.0
1069,ASCC_32,237.942,-9.609,767.0
1070,Ruprecht_9,233.721,-7.574,3434.0
1071,Alessi_60,215.184,1.946,2610.0
1072,NGC_2323,221.658,-1.326,902.0
1073,FSR_1184,224.381,-2.737,6017.0
1074,FSR_1169,222.46,-1.702,1905.0
1075,NGC_2348,278.117,-23.802,1076.0
1076,Tombaugh_2,232.827,-6.883,6565.0
1077,ASCC_33,236.734,-8.62,704.0
1078,Czernik_27,208.53,5.503,4338.0
1079,Bochum_3,218.753,0.384,2151.0
1080,vdBergh_92,224.623,-2.473,1570.0
1081,Haffner_3,219.825,0.007,1925.0
1083,FSR_1149,220.038,-0.136,2972.0
1084,NGC_2324,213.455,3.301,3842.0
1085,FSR_1100,214.431,2.742,1923.0
1087,Auner_1,231.984,-6.162,7154.0
1088,FSR_1194,225.08,-2.625,1184.0
1089,FSR_1150,220.3,-0.097,5664.0
1090,BDSB_96,225.468,-2.569,1401.0
1091,FSR_1178,224.015,-1.796,2375.0
1092,FSR_1192,224.904,-2.135,2821.0
1093,Ruprecht_150,240.01,-9.637,1789.0
1094,Haffner_4,227.934,-3.62,4458.0
1095,ESO_427-32,241.647,-10.322,1786.0
1096,FSR_1039,207.989,6.631,2605.0
1097,FSR_1199,225.797,-2.466,1188.0
1098,Ruprecht_10,232.535,-5.853,2345.0
1099,Berkeley_76,225.09,-2.003,2360.0
1100,NGC_2335,223.6,-1.183,1411.0
1101,Collinder_465,224.035,-1.408,5410.0
1102,Collinder_466,224.224,-1.479,1037.0
1103,NGC_2331,189.706,15.155,1946.0
1105,FSR_1209,226.995,-2.872,2964.0
1107,Ruprecht_12,239.955,-9.317,2221.0
1108,Ruprecht_11,233.26,-5.979,1958.0
1109,FSR_1223,228.953,-3.795,2255.0
1110,FSR_1202,226.108,-2.329,2436.0
1111,FSR_1170,222.64,-0.503,2276.0
1112,FSR_1207,226.611,-2.548,1928.0
1113,FSR_0876,186.989,16.46,2413.0
1114,NGC_2338,219.879,1.012,1671.0
1115,FSR_1212,227.353,-2.9,1780.0
1116,Ruprecht_13,237.91,-8.12,2276.0
1117,FSR_1200,225.891,-2.053,1297.0
1118,FSR_1111,216.19,3.002,1544.0
1119,NGC_2343,224.245,-1.176,1029.0
1120,NGC_2345,226.576,-2.333,2605.0
1121,FSR_1204,226.305,-2.181,1706.0
1122,FSR_1219,228.525,-3.28,1721.0
1123,FSR_1289,238.216,-8.134,1791.0
1125,FSR_1173,223.281,-0.488,2883.0
1126,FSR_1113,216.286,3.248,5805.0
1127,Haffner_23,230.024,-3.771,1000.0
1129,Berkeley_35,212.598,5.355,5012.0
1133,DBSB_3,231.51,-4.313,3360.0
1134,ASCC_34,209.672,7.018,477.0
1135,Dias_3,222.551,0.346,7241.0
1136,FSR_1158,221.166,1.184,1864.0
1137,Alessi_21,223.388,-0.007,596.0
1138,NGC_2349,222.775,0.321,1819.0
1139,FSR_1160,221.507,1.107,1031.0
1140,FSR_1091,213.798,5.214,1952.0
1141,ASCC_35,213.474,5.682,787.0
1142,FSR_1281,237.82,-6.847,1847.0
1143,NGC_2352,236.762,-6.262,3000.0
1144,FSR_1183,224.218,0.304,1634.0
1145,FSR_1076,212.625,6.323,1031.0
1146,NGC_2351,224.759,0.069,5841.0
1147,Collinder_132,243.068,-9.299,330.0
1148,NGC_2354,238.364,-6.802,2865.0
1149,FSR_1153,220.583,2.488,3095.0
1150,FSR_1326,246.204,-10.563,1298.0
1151,ASCC_36,234.314,-4.645,813.0
1152,NGC_2353,224.667,0.389,1180.0
1153,FSR_1332,246.761,-10.744,2173.0
1154,Ruprecht_14,243.554,-9.196,4023.0
1155,FSR_1180,224.058,1.037,1000.0
1156,Berkeley_36,227.466,-0.578,5041.0
1157,Alessi_3,257.834,-15.397,311.0
1159,NGC_2358,231.063,-2.286,739.0
1160,NGC_2355,203.385,11.797,2128.0
1161,ESO_367-10,247.34,-10.515,3027.0
1162,Basel_11A,228.266,-0.785,1537.0
1163,FSR_1228,229.879,-1.614,4186.0
1165,NGC_2360,229.799,-1.433,1560.0
1166,Collinder_135,249.02,-11.111,361.0
1167,FSR_1306,241.722,-7.523,3066.0
1168,Haffner_5,236.061,-4.642,2069.0
1169,ASCC_37,237.703,-5.468,1571.0
1171,FSR_1377,256.144,-14.275,4640.0
1172,Teutsch_49,231.594,-2.18,3369.0
1173,NGC_2362,238.183,-5.547,1375.0
1174,Bica_4,235.609,-4.107,3930.0
1175,Ruprecht_15,233.534,-2.91,2362.0
1176,FSR_1284,237.932,-5.095,1935.0
1177,Haffner_6,227.866,0.237,3320.0
1178,NGC_2367,235.59,-3.809,1772.0
1179,DBSB_12,240.849,-6.539,3497.0
1180,Berkeley_37,217.12,5.958,4815.0
1182,FSR_1118,217.049,6.147,2089.0
1183,FSR_1255,233.681,-2.636,1023.0
1184,Saurer_1,214.691,7.377,13719.0
1186,NGC_2368,225.498,1.781,4889.0
1187,FSR_1258,234.248,-2.824,2928.0
1189,Berkeley_77,219.247,5.177,4699.0
1190,King_23,217.281,6.291,3211.0
1191,FSR_0944,195.645,16.442,4755.0
1192,FSR_1083,213.218,8.434,1775.0
1194,FSR_1157,221.056,4.56,926.0
1195,FSR_1252,233.048,-1.842,1899.0
1196,FSR_1470,270.431,-19.239,1055.0
1197,Haffner_7,242.662,-6.8,1893.0
1198,Ruprecht_16,233.797,-2.081,1701.0
1199,Collinder_140,244.929,-7.675,386.0
1200,Haffner_8,227.48,1.303,1197.0
1201,FSR_1440,265.343,-17.178,1631.0
1202,Ruprecht_17,237.128,-3.73,1263.0
1203,Berkeley_78,211.792,9.606,4670.0
1205,FSR_1293,239.087,-4.686,962.0
1206,NGC_2374,228.423,1.027,1394.0
1207,FSR_1297,239.571,-4.932,3654.0
1208,Ivanov_6,238.476,-4.287,2434.0
1210,FSR_1139,219.298,6.024,1964.0
1211,Ruprecht_18,239.925,-4.928,1499.0
1213,NGC_2383,235.261,-2.456,1655.0
1214,Haffner_9,231.789,-0.59,1797.0
1215,FSR_1283,237.873,-3.795,4192.0
1216,NGC_2384,235.381,-2.401,2074.0
1217,FSR_1142,219.377,6.14,1905.0
1218,Ruprecht_19,235.936,-2.517,1797.0
1219,FSR_1270,235.65,-2.292,1607.0
1220,Waterloo_7,230.273,0.617,2932.0
1221,FSR_1253,233.24,-0.944,2283.0
1222,Melotte_66,259.544,-14.273,4487.0
1223,Trumpler_6,238.319,-3.637,2839.0
1224,Ruprecht_20,242.417,-5.776,1871.0
1225,Ruprecht_21,244.551,-6.802,3894.0
1226,DC_3,250.278,-9.712,4317.0
1227,ASCC_38,221.949,5.322,569.0
1228,NGC_2395,204.611,13.949,1209.0
1229,Trumpler_7,238.211,-3.353,1659.0
1231,IRAS_07255-2012,235.031,-1.546,8570.0
1232,NGC_2396,227.552,2.635,545.0
1233,FSR_1275,236.381,-2.17,4541.0
1234,Czernik_29,230.805,0.943,2879.0
1235,FSR_1260,234.569,-1.084,1409.0
1237,Haffner_10,230.794,1.007,4873.0
1238,ESO_559-13,235.592,-1.568,1905.0
1239,Haffner_24,233.428,-0.326,1708.0
1240,Ruprecht_22,243.038,-5.429,1609.0
1241,NGC_2401,229.666,1.848,3778.0
1242,FSR_1400,259.95,-13.87,2290.0
1243,DBSB_6,234.232,-0.49,4152.0
1244,DBSB_5,233.754,-0.187,2731.0
1246,Dolidze_26,206.514,13.884,2070.0
1248,Ruprecht_23,238.063,-2.414,3021.0
1249,Ivanov_7,230.979,1.475,4141.0
1251,Bochum_5,232.443,0.791,1775.0
1252,FSR_1234,231.15,1.527,1706.0
1253,Czernik_30,226.327,4.157,6812.0
1254,Bochum_4,232.746,0.772,870.0
1255,DBSB_9,234.678,-0.249,4389.0
1256,FSR_1227,229.838,2.449,4500.0
1257,Ruprecht_24,228.898,2.963,1706.0
1260,FSR_1226,229.869,2.693,2901.0
1261,ASCC_39,237.978,-1.668,1609.0
1262,NGC_2413,229.23,3.099,1341.0
1263,NGC_2414,231.402,1.93,2874.0
1264,ESO_429-02,242.593,-4.162,2057.0
1265,Ruprecht_40,235.864,-0.449,1836.0
1266,ASCC_40,229.98,2.853,3113.0
1267,FSR_1264,235.285,-0.051,1215.0
1268,FSR_1302,241.058,-3.077,2262.0
1269,FSR_1243,231.982,1.986,4336.0
1270,Teutsch_61,235.378,0.139,1998.0
1271,Alessi_17,231.347,2.581,4697.0
1272,DBSB_10,237.734,-0.963,2362.0
1273,Haffner_11,242.376,-3.548,5157.0
1274,DBSB_7,234.575,0.825,2549.0
1276,FSR_1268,235.484,0.372,974.0
1277,NGC_2421,236.267,0.071,2178.0
1278,NGC_2422,230.968,3.139,471.0
1279,Riddle_5,239.866,-1.795,2706.0
1280,Ruprecht_25,238.724,-1.159,3585.0
1281,Czernik_31,236.284,0.275,2057.0
1282,ESO_429-05,246.505,-5.404,3978.0
1283,NGC_2423,230.461,3.545,824.0
1284,Alessi_18,241.414,-2.56,6287.0
1285,Ruprecht_26,232.052,2.677,1456.0
1286,Ruprecht_27,241.578,-2.517,576.0
1287,Melotte_71,228.941,4.512,2473.0
1290,NGC_2419,180.365,25.235,82535.0
1291,NGC_2425,231.497,3.285,4330.0
1292,NGC_2420,198.108,19.625,2880.0
1293,Melotte_72,227.86,5.365,3963.0
1294,Arp-Madore_2,248.108,-5.886,13338.0
1296,FSR_1327,246.331,-4.756,2597.0
1297,NGC_2428,233.055,2.711,1406.0
1298,NGC_2430,232.974,2.849,707.0
1299,Ruprecht_28,245.654,-4.313,4712.0
1300,ESO_493-03,242.484,-2.514,1400.0
1301,Bochum_15,247.997,-5.477,2420.0
1302,FSR_1152,220.423,9.847,1824.0
1305,Haffner_13,244.966,-3.714,714.0
1306,NGC_2439,246.454,-4.466,3834.0
1307,ESO_429-13,245.628,-3.92,1606.0
1308,NGC_2451A,252.5,-7.678,188.0
1309,Ruprecht_151,233.086,3.23,1490.0
1310,NGC_2432,235.476,1.774,1589.0
1311,Ruprecht_29,240.103,-0.751,2312.0
1312,FSR_1211,227.266,6.548,4332.0
1313,NGC_2437,231.855,4.074,1375.0
1314,FSR_1320,244.444,-2.984,4712.0
1315,Ruprecht_30,246.415,-4.05,2134.0
1316,FSR_1145,219.761,10.856,1292.0
1317,Ruprecht_31,250.083,-5.97,541.0
1318,FSR_1220,228.778,6.327,1410.0
1319,FSR_1203,226.125,7.786,1935.0
1320,ESO_368-11,249.379,-5.245,1245.0
1322,NGC_2451B,252.051,-6.729,489.0
1323,NGC_2448,240.742,-0.259,1040.0
1324,NGC_2447,240.046,0.145,1037.0
1325,FSR_1176,223.695,9.351,2398.0
1326,Haffner_14,243.989,-2.066,2134.0
1327,Ruprecht_32,241.59,-0.55,4417.0
1328,Haffner_15,247.945,-4.16,2237.0
1329,ESO_258-01,260.175,-10.893,1031.0
1330,Ruprecht_34,237.195,2.158,893.0
1331,FSR_1351,249.276,-4.845,1579.0
1332,Ruprecht_33,238.522,1.386,1558.0
1333,Ruprecht_35,246.658,-3.254,3858.0
1334,FSR_1352,249.289,-4.702,1508.0
1336,Berkeley_39,223.543,10.08,4836.0
1337,ASCC_41,219.34,12.337,397.0
1339,ESO_368-14,248.22,-3.934,1268.0
1340,NGC_2453,243.272,-0.937,2383.0
1341,FSR_1350,249.215,-4.342,1608.0
1342,FSR_1064,211.283,16.546,2669.0
1343,FSR_1347,248.941,-4.143,2173.0
1344,Ruprecht_36,242.58,-0.33,1821.0
1345,Teutsch_25,243.976,-1.133,2839.0
1346,Haffner_25,242.32,-0.108,4244.0
1348,FSR_1315,243.213,-0.621,2255.0
1349,FSR_1249,232.587,5.565,2428.0
1350,NGC_2455,238.342,2.325,1711.0
1352,ESO_311-14,256.926,-8.365,1278.0
1353,Ruprecht_37,234.923,4.546,5250.0
1354,FSR_1245,232.151,6.172,1833.0
1355,Haffner_16,242.086,0.473,2654.0
1356,Ruprecht_38,237.559,3.178,2928.0
1357,Czernik_32,245.881,-1.732,3858.0
1358,FSR_1361,251.552,-5.017,2234.0
1359,FSR_1294,239.298,2.334,2121.0
1360,Haffner_17,247.701,-2.53,2899.0
1361,NGC_2459,211.105,17.756,2376.0
1362,SAI_81,244.575,-0.547,5165.0
1363,NGC_2477,253.557,-5.844,1450.0
1364,ESO_123-26,273.089,-16.31,816.0
1365,FSR_1044,208.617,18.879,2398.0
1366,SAI_82,248.82,-3.043,1436.0
1367,NGC_2467,243.146,0.355,1313.0
1368,Ruprecht_39,239.726,2.395,2204.0
1370,NGC_2467-east,243.182,0.407,4003.0
1371,Haffner_18,243.143,0.444,2856.0
1372,Haffner_19,243.064,0.516,4611.0
1373,ASCC_42,266.373,-12.884,792.0
1374,ASCC_43,244.732,-0.396,1005.0
1375,FSR_1133,218.513,14.462,3112.0
1376,FSR_1102,214.903,16.399,1659.0
1377,FSR_1298,239.779,2.726,2088.0
1378,Ruprecht_41,243.778,0.366,3246.0
1379,Ruprecht_152,253.525,-5.287,3629.0
1380,NGC_2479,236.001,5.375,1363.0
1381,Waterloo_3,242.559,1.43,2589.0
1382,NGC_2482,241.632,2.017,1344.0
1383,NGC_2483,244.798,0.237,1649.0
1384,Trumpler_9,243.066,1.286,2291.0
1385,Haffner_20,246.968,-0.933,2910.0
1386,NGC_2489,246.717,-0.766,2255.0
1388,Ruprecht_42,243.343,1.635,1964.0
1389,FSR_1479,272.469,-15.237,4055.0
1390,FSR_1221,228.855,10.268,2569.0
1391,FSR_1342,248.129,-1.222,3628.0
1392,Turner_12,246.24,-0.045,4499.0
1393,NGC_2516,273.804,-15.866,373.0
1394,Koposov_2,195.112,25.538,22063.0
1395,Kronberger_85,250.962,-2.848,10380.0
1396,FSR_1514,279.326,-18.463,2754.0
1397,FSR_1084,213.272,18.567,2362.0
1398,Ruprecht_44,245.747,0.486,4666.0
1399,FSR_1087,213.406,18.585,2376.0
1400,ESO_494-09,244.937,1.082,1905.0
1401,Ruprecht_43,246.034,0.409,970.0
1402,ESO_561-05,240.769,3.652,1865.0
1403,FSR_1336,247.634,-0.531,1649.0
1404,Ruprecht_45,235.309,7.001,1888.0
1405,FSR_1365,252.322,-3.345,1884.0
1406,NGC_2506,230.547,9.932,3526.0
1407,FSR_1147,219.817,15.867,1508.0
1408,Ruprecht_153,247.381,-0.142,5326.0
1409,FSR_1379,256.405,-5.713,1951.0
1410,NGC_2509,237.831,5.841,1711.0
1411,Haffner_21,244.837,1.625,2436.0
1412,FSR_1378,256.318,-5.428,1562.0
1413,FSR_1360,251.046,-2.116,1743.0
1414,ASCC_44,264.948,-10.439,553.0
1415,ESO_311-21,257.134,-5.841,5118.0
1416,FSR_1339,247.876,-0.112,4167.0
1417,Ruprecht_154,259.58,-7.311,3160.0
1418,Ruprecht_46,238.361,5.909,1467.0
1419,Ruprecht_47,248.253,-0.188,2892.0
1420,ESO_430-09,247.155,0.514,2273.0
1421,Ruprecht_48,249.134,-0.627,3033.0
1423,Ruprecht_49,244.71,2.258,1748.0
1424,Ruprecht_50,248.208,0.136,1834.0
1425,Ruprecht_51,248.048,0.257,2534.0
1426,ESO_430-14,248.685,-0.149,2860.0
1427,FSR_1383,257.065,-5.257,2434.0
1428,NGC_2527,246.118,1.865,642.0
1429,Ruprecht_155,249.195,-0.093,2311.0
1430,Ruprecht_52,249.342,-0.148,1609.0
1431,ESO_430-18,248.594,0.791,871.0
1432,NGC_2533,247.797,1.317,2955.0
1433,vdBergh-Hagen_19,249.875,-0.023,3259.0
1434,Teutsch_50,253.018,-2.015,3254.0
1435,SAI_86,253.573,-2.109,3022.0
1437,NGC_2547,264.432,-8.626,361.0
1438,FSR_1363,252.16,-0.629,2391.0
1439,NGC_2539,233.727,11.109,1232.0
1440,FSR_1312,242.697,5.559,1941.0
1441,FSR_1446,266.042,-9.44,2434.0
1442,Ruprecht_53,245.754,3.577,1523.0
1443,FSR_1380,256.712,-3.475,3112.0
1444,Ruprecht_54,250.027,0.961,5243.0
1445,FSR_1447,266.131,-9.366,2549.0
1446,FSR_1357,250.325,0.85,2361.0
1447,NGC_2546,254.82,-2.062,935.0
1448,FSR_1335,247.638,2.69,3835.0
1449,DBSB_13,242.07,6.363,3558.0
1450,Haffner_22,246.761,3.38,2796.0
1451,Ruprecht_55,250.718,0.811,3640.0
1452,Ruprecht_56,257.313,-3.507,429.0
1453,SAI_88,258.51,-4.221,5838.0
1454,NGC_2548,227.887,15.383,789.0
1455,vdBergh-Hagen_23,253.989,-1.004,414.0
1456,Ruprecht_58,250.431,1.572,2340.0
1457,Ruprecht_57,246.325,4.392,1764.0
1458,BIP_14,226.54,16.529,1609.0
1459,Haffner_26,249.605,2.346,2589.0
1460,ASCC_45,253.596,-0.342,3001.0
1462,FSR_1307,241.774,7.582,1935.0
1463,ASCC_46,264.386,-7.333,899.0
1464,Pup_OB3,253.933,-0.246,1768.0
1465,Pismis_2,258.856,-3.331,2754.0
1466,Pismis_1,255.107,-0.713,5903.0
1467,NGC_2567,249.803,2.959,1678.0
1468,FSR_1419,264.065,-6.6,7746.0
1469,NGC_2571,249.09,3.54,1339.0
1470,Ivanov_8,254.007,0.247,1194.0
1471,Moitinho_1,261.931,-5.113,1146.0
1472,Ruprecht_59,253.075,0.931,4004.0
1473,Ruprecht_156,262.076,-5.152,2720.0
1474,NGC_2579,254.638,0.199,1221.0
1476,NGC_2580,249.867,3.683,5067.0
1477,AH03_J0822-36.4,254.97,0.314,1634.0
1479,FSR_1295,239.387,11.086,1711.0
1480,NGC_2588,252.277,2.459,2421.0
1481,Collinder_185,255.047,0.556,1477.0
1482,NGC_2587,249.443,4.481,2701.0
1483,Collinder_187,249.273,4.804,2187.0
1484,ESO_312-03,259.248,-2.119,2170.0
1485,Ruprecht_60,264.087,-5.503,5739.0
1486,FSR_1387,258.106,-1.308,1258.0
1488,Ruprecht_61,253.492,2.119,6006.0
1489,Saurer_2,257.992,-1.011,6020.0
1491,ESO_312-04,259.442,-1.729,1963.0
1492,ESO_370-13,254.16,2.126,7617.0
1493,SAI_90,260.019,-1.837,3112.0
1494,FSR_1390,258.679,-0.811,2397.0
1495,NGC_2609,276.134,-12.748,1481.0
1496,Ruprecht_157,241.651,11.571,2311.0
1497,vdBergh-Hagen_34,262.57,-2.981,950.0
1498,Pismis_3,257.854,0.479,1418.0
1499,ESO_313-03,260.421,-1.313,4269.0
1500,ASCC_47,258.235,0.327,780.0
1501,ESO_370-17,255.94,2.03,2695.0
1502,Teutsch_64,260.683,-1.307,3112.0
1503,Ruprecht_62,242.505,11.794,2160.0
1504,Ruprecht_63,265.786,-5.014,4829.0
1505,FSR_1411,262.388,-2.139,912.0
1506,ASCC_48,257.423,1.626,550.0
1507,Pismis_4,262.93,-2.475,575.0
1508,DBSB_19,259.92,-0.046,4350.0
1509,vdBergh-Hagen_37,262.347,-1.79,5202.0
1510,FSR_1397,259.903,0.339,2068.0
1511,SAI_91,267.623,-5.475,3330.0
1512,FSR_1401,261.485,-0.852,4178.0
1513,FSR_1412,262.918,-1.885,2644.0
1514,NGC_2627,251.579,6.667,2712.0
1515,Ruprecht_64,259.75,0.469,619.0
1516,Pismis_5,259.336,0.923,702.0
1517,FSR_1429,264.462,-2.973,3371.0
1518,FSR_1406,261.61,-0.662,3208.0
1519,NGC_2635,255.599,3.952,3789.0
1520,Pismis_6,264.785,-2.909,1668.0
1521,FSR_1251,232.905,19.844,2839.0
1522,Ruprecht_65,263.087,-1.564,786.0
1523,FSR_1443,265.718,-3.537,1864.0
1524,FSR_1441,265.517,-3.377,1659.0
1526,FSR_1415,263.727,-1.806,3473.0
1527,NGC_2632,205.885,32.482,187.0
1528,Waterloo_6,264.843,-2.665,2256.0
1529,IC_2391,270.329,-6.868,165.0
1530,Ruprecht_66,258.457,2.284,3552.0
1531,FSR_1345,248.343,10.02,2330.0
1532,Pismis_7,259.061,1.999,4783.0
1533,Pismis_8,265.084,-2.572,1363.0
1534,Ruprecht_67,262.827,-0.795,1342.0
1535,Mamajek_1,292.49,-21.67,112.0
1536,DBSB_21,260.783,0.913,4839.0
1537,IC_2395,266.658,-3.591,701.0
